姓名,属性,弱点,身高,体重,特征,分类,图鉴信息,附加信息,
诈唬魔,恶妖精,毒钢妖精,0.8,12.5,恶作剧之心,壞心眼寶可夢,牠之所以喜歡採取偷襲之類的卑鄙戰術，是因為牠對自己的肌力沒信心。,可以抢先使出变化类招式。特察觉出场时，可以察觉对手的持有物。,
长毛巨魔,恶妖精,毒钢妖精,1.5,61,恶作剧之心,健美寶可夢,能自由自在地操縱頭髮。平時會把頭髮裹住全身以輔助自己的肌肉。,可以抢先使出变化类招式。特察觉出场时，可以察觉对手的持有物。,
堵拦熊,恶一般,格斗虫妖精,1.6,46,捨身,停止寶可夢,能夠發出驚人的音量。牠在大叫的同時威嚇對手的樣子被稱為「攔堵」,会让自己因反作用力而受伤的招式威力会提高。特毅力陷入异常状态时，会拿出毅力，攻击会提高。,
喵头目,钢,火格斗地面,0.8,28,战斗盔甲,維京寶可夢,有著十分好戰的性格。頭上像鐵頭盔一樣的東西其實是牠硬化後的體毛。,被坚硬的甲壳守护着，不会被对手的攻击击中要害。特硬爪接触到对手的招式威力会提高。,
魔灵珊瑚,幽灵,幽灵恶,1,0.4,碎裂铠甲,珊瑚寶可夢,靈力增強之後從殼裡被解放出來。用靈體保護著內核中的靈魂。,因物理招式受到伤害时，防御会降低，速度会大幅提高。,
葱游兵,格斗,飞行超能力妖精,0.8,117,不屈之心,黃嘴鴨寶可夢,只有歷經過無數戰鬥的大蔥鴨才能進化成這個樣子。當大蔥枯萎了就會離開戰場。,每次畏缩时，不屈之心就会燃起，速度也会提高。,
踏冰人偶,冰超能力,火虫岩石幽灵恶钢,1.5,58.2,蹒跚,喜劇演員寶可夢,踢踏舞的達人。會揮動手中的冰杖，向觀眾表演輕快的舞步。,陷入溷乱状态时，闪避率会提高。特除障出场时，敌方和我方的光牆、反射壁和极光幕的效果会消失。,
死神板,地面幽灵,水草冰幽灵恶,1.6,66.6,游魂,怨念寶可夢,被注入了強烈詛咒的古代繪畫在吸進哭哭面具的靈魂後就開始動起來了。,与使用接触类招式攻击自己的,
小仙奶,妖精,毒钢,0.2,0.3,甜幕,鮮奶油寶可夢,空氣中甜甜香氣的成分集中之後誕生。身體由鮮奶油構成。,甜幕自己和我方的宝可梦不会陷入睡眠状态。,
霜奶仙,妖精,毒钢,0.3,0.5,甜幕,鮮奶油寶可夢,牠會把自己用鮮奶油裝飾過的樹果送給自己信任的訓練家。,甜幕自己和我方的宝可梦不会陷入睡眠状态。,
列阵兵,格斗,飞行超能力妖精,3,62,战斗盔甲,陣形寶可夢,站在最前面下達指示的頭頭是６隻裡面最強最聰明的。,被坚硬的甲壳守护着，不会被对手的攻击击中要害。,
啪嚓海胆,电,地面,0.3,1,避雷针,海膽寶可夢,消化食物時會製造出電力。５顆堅硬的牙齒能用來把海藻連根拔起來吃,将电属的招式吸引到自己身上，不但不会受到伤害，反而会提高特攻。,
雪吞虫,冰虫,火飞行岩石钢,0.3,3.8,鳞粉,蟲寶寶寶可夢,地面的積雪是牠的主食。對新下的鬆軟白雪情有獨鍾，會朝著山頂一路吃過去。,被鳞粉守护着，不会受到招式的追加效果影响。,
雪绒蛾,冰虫,火飞行岩石钢,1.3,42,鳞粉,冰蛾寶可夢,觸角能用來察覺大氣的流動。會如同降雪般地灑下混進了寒氣的鱗粉。,被鳞粉守护着，不会受到招式的追加效果影响。,
巨石丁,岩石,水草格斗地面钢,2.5,520,能量,巨石寶可夢,在距離牠棲息地很遠的地方，有岩盤和牠身體的岩石成分一致。,点只要站在旁边，招式的威力就会提高。,
冰砌鹅,冰,火格斗岩石钢,1.4,89,结冻,企鵝寶可夢,在氣溫高的日子裡，會把頭的冰塊和夥伴們的緊貼在一起，冰鎮彼此來度日。,头头部的冰会代替自己承受物理攻击，但是样子会改变。下雪时，冰会回復原状。,
爱管侍,超能力一般,虫恶,0.9,28,精神力,感情寶可夢,會用角接收其他生物的正面情緒，然後轉換成自身的能量。,靠着经过锻鍊的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。特同步将自己的中毒、麻痺或灼伤状态传染给对手。,
莫鲁贝可,电恶,格斗地面虫,0.3,3,饱了又饿,雙面寶可夢,總是餓著肚子。會吃掉裝在像口袋一樣的袋子裡的種子來發電。,在每个回合结束时，会在满腹花纹和空腹花纹之间交替改变样子。,
铜象,钢,火格斗地面,1.2,100,强行,像銅寶可夢,尖尖的鼻尖能削斷堅硬的岩石來作為糧食。性情溫馴，會幫助人類做粗重的工作。,招式会失去追加效果，但可以用更高的威力使出招式。,
大王铜象,钢,火格斗地面,3,650,强行,像銅寶可夢,在很久以前被人類從遙遠的地方帶來了這裡。是個能輕易拖動飛機的大力士。,招式会失去追加效果，但可以用更高的威力使出招式。,
雷鸟龙,电龙,冰地面龙妖精,1.8,190,蓄电,化石寶可夢,在遠古時代曾憑藉自己強大的下半身而所向無敵，但因吃光了賴以為生的植物而滅絕了。,受到电属的招式攻击时，不会受到伤害，而是会回復。特活力自己的攻击虽会变高，但命中率会降低。,
雷鸟海兽,电冰,火格斗地面岩石,2.3,150,蓄电,化石寶可夢,牠凍成冰的上半身在顫抖時可以產生電能。非常不擅長走路。,受到电属的招式攻击时，不会受到伤害，而是会回復。特静电身上带有静电，有时会令接触到的对手麻痺。,
鳃鱼龙,水龙,龙妖精,2.3,215,储水,化石寶可夢,超乎尋常的腳力和顎力讓牠在古代所向無敵。但由於捕盡獵物，導致牠們自己也滅絕了。,受到水属的招式攻击时，不会受到伤害，而是会回復。特强壮之颚颚部强壮，会提高啃咬类招式的威力。,
鳃鱼海兽,水冰,草电格斗岩石,2,175,储水,化石寶可夢,雖然能透過凍結四周來捕捉獵物，但由於嘴長在頭頂上，所以吃起東西來不太方便。,受到水属的招式攻击时，不会受到伤害，而是会回復。特冰冻之躯天气为下雪时，会渐渐回復ＨＰ。,
铝钢龙,钢龙,格斗地面,1.8,40,金属,合金寶可夢,身體猶如打磨過的金屬，雖然輕而堅硬，卻有著容易生鏽的弱點。,自己的重量会减半。特性重金属自己的重量会变为２倍。,
多龙梅西亚,龙幽灵,冰幽灵龙恶妖精,0.5,2,恆淨之躯,哀怨寶可夢,傍晚時會成群結隊飛快地環繞在海上，戳著水裡的寶可夢玩。,不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。,
多龙奇,龙幽灵,冰幽灵龙恶妖精,1.4,11,恆淨之躯,保姆寶可夢,能以時速２００公里四處飛行。一旦輸了對戰，多龍梅西亞就會二話不說地消失無蹤。,不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。,
多龙巴鲁托,龙幽灵,冰幽灵龙恶妖精,3,50,恆淨之躯,隱形寶可夢,只要集中精神，就能夠讓全身變透明。甚至連角裡的多龍梅西亞也會變得看不見。,不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。,
苍响,妖精,毒钢,2.8,110,不挠之剑,強者寶可夢,被稱為傳說中的英雄。能夠吸收金屬，將之轉化為武器來戰鬥。,在战斗中首次出场时，攻击会提高。,
藏玛然特,格斗,飞行超能力妖精,2.9,210,不屈之盾,強者寶可夢,與眾人之王協力拯救了伽勒爾的寶可夢。吸收金屬來進行戰鬥。,在战斗中首次出场时，防御会提高。,
无极汰那,毒龙,冰地面超能力龙,20,950,压迫感,強者寶可夢,能夠反彈一切的攻擊，因此被稱為格鬥王之盾，受到人們的畏懼與尊崇。,给予对手压迫感，大量减少其使用招式的ＰＰ。,
熊徒弟,格斗,飞行超能力妖精,0.6,12,精神力,拳法寶可夢,藉由累積嚴苛的鍛鍊來磨練招式。進化後的樣子會根據牠領會的招式而不同。,靠着经过锻鍊的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。,
武道熊师,格斗恶,格斗飞行妖精,1.9,105,无形拳,拳法寶可夢,一擊必殺是牠的信念。會衝進對手的懷裡，不留情地用千錘百煉的拳頭給予一擊。,只要是接触到对手的招式，就可以无视对手的防守效果进行攻击。,
萨戮德,恶草,火冰格斗毒飞行虫妖精,1.8,70,叶子防守,惡猿寶可夢,集結成群生活在密林裡。攻擊性很強，令棲息在森林的寶可夢們畏懼不已。,天气为晴朗时，不会陷入异常状态。,
雷吉艾勒奇,电,地面,1.2,145,电晶体,電子寶可夢,由電能凝聚而成的寶可夢。據說拿下牠身上的圓環後，就會解放牠潛藏的力量。,电属的招式威力会提高。,
雷吉铎拉戈,龙,冰龙妖精,2.1,200,龙颚,烈馬寶可夢,有學者認為牠的手臂是古代龍寶可夢頭部的形狀。但這個學說尚未被證實。,龙属的招式威力会提高。,
雪暴马,冰,火格斗岩石钢,2.2,800,苍白嘶鸣,烈馬寶可夢,會從蹄子釋放出強烈的寒氣。性情暴躁，只要是自己想要的東西，就會強行去搶奪。,打倒对手时会用冰冷的声音嘶鸣并提高攻击。,
灵幽马,幽灵,幽灵恶,2,44.5,漆黑嘶鸣,駿馬寶可夢,會利用視覺之外的感官去探測周圍的狀況。據說被牠踢到時靈魂就會出竅。,打倒对手时会用恐怖的声音嘶鸣并提高特攻。,
蕾冠王,超能力草,火冰毒飞行虫幽灵恶,1.1,7.7,紧张,國王寶可夢,擁有治癒與賜恩之力，且滿懷慈愛的寶可夢。在遠古時代曾統治伽勒爾。,让对手感到紧张，无法吃树果。,
诡角鹿,一般超能力,虫恶,1.8,95.1,威吓,大角寶可夢,製造肉眼不可見的障壁時，黑珠會發出妖異的光輝。從牠身上脫落的鬍鬚是用來製作溫暖冬衣的實用原料。,出场时威吓对手，使其退缩，从而降低对手的攻击。特察觉出场时，可以察觉对手的持有物。,
噼斧螳螂,虫岩石,水岩石钢,1.8,89,虫之预感,斧鉞寶可夢,用堅硬的岩石守護己身，以粗獷的斧頭砍倒大樹。性情暴躁易怒。要是在荒野遇見牠，逃跑將是唯一選擇。,ＨＰ减少的时候，虫属的招式威力会提高。特强行招式会失去追加效果，但可以用更高的威力使出招式。,
月月熊,地面一般,水草冰格斗,2.4,290,毅力,泥炭寶可夢,考察結果顯示，正是遍布在洗翠大地上的濕地土壤，造就了牠堅實的軀體和自在運用泥炭的新能力。,陷入异常状态时，会拿出毅力，攻击会提高。特防弹可防住对手的球和弹类的招式。,
幽尾玄鱼,水幽灵,草电幽灵恶,3,110,悠游自如,大魚寶可夢,在溯河而上的旅程中半途喪命者的靈魂纏繞其身。在流經洗翠地區的河川裡可謂所向無敵。,天气为下雨时，速度会提高。特适应力与自身同属的招式威力会提高。,
大狃拉,格斗毒,地面飞行超能力,1.3,43,压迫感,攀崖寶可夢,擁有凌駕其他物種之上的身體能力以及劇毒。在寒冷的高地上所向無敵。偏好獨自行動，而不會集結成群。,给予对手压迫感，大量减少其使用招式的ＰＰ。特轻装失去所持有的道具时，速度会提高。,
万针鱼,恶毒,地面,2.5,60.5,毒刺,劍山寶可夢,身上如同槍尖般的針以及凶暴的性情使這種寶可夢得到了海鬼的外號。會吞下毒物作為己身糧食。,有时会让接触到自己的对手陷入中毒状态。特悠游自如天气为下雨时，速度会提高。,
眷恋云,妖精飞行,电冰毒岩石钢,1.6,48,迷人之躯,愛憎寶可夢,自女人的姿態變化而成。若有誰做出糟蹋生命之事，便會從雲海中現身，憤怒地降下無情的懲罰。,有时会让接触到自己的对手陷入着迷状态。,
新叶喵,草,火冰毒飞行虫,0.4,4.1,茂盛,草貓寶可夢,毛茸茸的體毛有著近似於植物的成分。會勤快地洗臉以防止乾燥。,ＨＰ减少的时候，草属的招式威力会提高。,
蒂蕾喵,草,火冰毒飞行虫,0.9,12.2,茂盛,草貓寶可夢,會靈巧操控長長的體毛下隱藏的藤蔓，將堅硬的花苞甩向敵人猛打。,ＨＰ减少的时候，草属的招式威力会提高。,
魔幻假面喵,草恶,火冰格斗毒飞行虫妖精,1.5,31.2,茂盛,魔術師寶可夢,看似浮在空中的花，是牠利用斗蓬內側的毛的反射將莖隱藏後呈現出的假象。,ＨＰ减少的时候，草属的招式威力会提高。,
呆火鳄,火,水地面岩石,0.4,9.8,勐火,火鱷寶可夢,會躺在溫熱的岩石上，用四角形的鱗片所吸收的熱能來製造火之能量,ＨＰ减少的时候，火属的招式威力会提高。,
炙烫鳄,火,水地面岩石,1,30.7,勐火,火鱷寶可夢,火之能量與過剩的生命力相互結合，使得牠頭上出現了蛋狀的火球。,ＨＰ减少的时候，火属的招式威力会提高。,
骨纹巨声鳄,火幽灵,水地面岩石幽灵恶,1.6,326.5,勐火,歌手寶可夢,可以透過歌聲改變外形的火鳥，據說是靈魂寄宿在頭上的火球所形成的,ＨＰ减少的时候，火属的招式威力会提高。,
润水鸭,水,草电,0.5,6.1,激流,小鴨寶可夢,很久以前從遠方來到了這裡棲息。羽毛分泌出的凝膠有防水和防污的效果。,ＨＰ减少的时候，水属的招式威力会提高。,
涌跃鸭,水,草电,1.2,21.5,激流,習藝寶可夢,會在淺灘不斷跑步來鍛鍊下盤的筋骨，好跟夥伴們競爭誰的腿技最為華麗。,ＨＰ减少的时候，水属的招式威力会提高。,
狂欢浪舞鸭,水格斗,草电飞行超能力妖精,1.8,61.9,激流,舞者寶可夢,會善用只要一踢就能踢翻卡車的強韌腳力，展現充滿異國風情的舞蹈。,ＨＰ减少的时候，水属的招式威力会提高。,
爱吃豚,一般,格斗,0.5,10.2,芳香,豬寶可夢,一整天都在覓食。雖然擁有優秀的嗅覺，但卻只被用在覓食上。,幕可防住向自己和同伴发出的心灵攻击。特贪吃鬼原本ＨＰ变得很少时才会吃的树果，在ＨＰ还有一半时就会把它吃掉。,
飘香豚,一般,格斗,1,120,甩不掉的气味,豬寶可夢,以自己細緻透亮的肌膚為傲。會從尾巴的前端釋放出凝縮的香氣。,被对手接触到时，甩不掉的气味会沾染给对手。特贪吃鬼原本ＨＰ变得很少时才会吃的树果，在ＨＰ还有一半时就会把它吃掉。,
团珠蛛,虫,火飞行岩石,0.3,4,不眠,線球寶可夢,包裹著身體的線球擁有足以把天敵飛天螳螂的鐮刀反彈回去的彈力。,因为拥有不会睡觉的体质，所以不会陷入睡眠状态。,
操陷蛛,虫,火飞行岩石,1,16.5,不眠,陷阱寶可夢,用絲線吸附在樹枝或天花板上無聲無息地移動。會在自己被察覺到之前將獵物打倒。,因为拥有不会睡觉的体质，所以不会陷入睡眠状态。,
豆蟋蟀,虫,火飞行岩石,0.2,1,虫之预感,蝗蟲寶可夢,總是將第３對腳折起來。擁有在遇到危機時能夠跳超過１０公尺的跳躍力。,ＨＰ减少的时候，虫属的招式威力会提高。,
烈腿蝗,虫恶,火飞行虫岩石妖精,1,17.5,虫之预感,蝗蟲寶可夢,認真起來時會用折起的腳站起來，進入決戰模式。會在短時間內鎮壓住敵人。,ＨＰ减少的时候，虫属的招式威力会提高。,
