编号,姓名,属性,弱点,数据,imgs
918,操陷蛛,蟲,火飛行岩石,身高1.0 m分類陷阱寶可夢體重16.5 kg性別/特性不眠特性不眠因為擁有不會睡覺的體質，所以不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2d9262b45184edede7669af81e492ebf4b5c3462.png
919,豆蟋蟀,蟲,火飛行岩石,身高0.2 m分類蝗蟲寶可夢體重1.0 kg性別/特性蟲之預感特性蟲之預感ＨＰ減少的時候，蟲屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0ea618b4a74c294f3f0501fbf61ead49ac4c77c4.png
920,烈腿蝗,蟲惡,火飛行蟲岩石妖精,身高1.0 m分類蝗蟲寶可夢體重17.5 kg性別/特性蟲之預感特性蟲之預感ＨＰ減少的時候，蟲屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5da8f512523759232f743f19421d15ae31ada198.png
921,布拨,電,地面,身高0.3 m分類鼠寶可夢體重2.5 kg性別/特性靜電自然回復特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。特性自然回復異常狀態會在離場後治癒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/8bb97c22409c5c6d259c29bd36af86911b112716.png
922,布土拨,電格鬥,地面超能力妖精,身高0.4 m分類鼠寶可夢體重6.5 kg性別/特性蓄電自然回復特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。特性自然回復異常狀態會在離場後治癒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b0e838754efa8f7af33ba20db278c635ef55f7a5.png
923,巴布土拨,電格鬥,地面超能力妖精,身高0.9 m分類押掌寶可夢體重41.0 kg性別/特性蓄電自然回復特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。特性自然回復異常狀態會在離場後治癒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7d6a0d692c636c96b798dbc624135d1a44c72755.png
924,一对鼠,一般,格鬥,身高0.3 m分類成對寶可夢體重1.8 kg性別特性逃跑撿拾特性逃跑一定能從野生寶可夢那裡逃走。特性撿拾有時會撿來對手用過的道具。冒險過程中也會撿來。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/95f0cb39b166934420d4d061e5e3c4f6500ddd69.png
925,一家鼠,一般,格鬥,身高0.3 m分類家族寶可夢體重2.3 kg性別特性友情防守頰囊特性友情防守可以減少我方受到的傷害。特性頰囊無論是哪種樹果，吃下去後ＨＰ都會回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c82ba7e03b7f624f3204182c8aa277826bdc8b5d.png
925,一家鼠,一般,格鬥,身高0.3 m分類家族寶可夢體重2.8 kg性別特性友情防守頰囊特性友情防守可以減少我方受到的傷害。特性頰囊無論是哪種樹果，吃下去後ＨＰ都會回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6ae32cc2606f6073f4e3955d981e386ed6ce075d.png
926,狗仔包,妖精,毒鋼,身高0.3 m分類小狗寶可夢體重10.9 kg性別/特性我行我素特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fc36ee2cde3c3d94cf1b2eb9ca37347f40c60604.png
927,麻花犬,妖精,毒鋼,身高0.5 m分類狗寶可夢體重14.9 kg性別/特性焦香之軀特性焦香之軀受到火屬性的招式攻擊時，不但不會受到傷害，反而防禦會大幅提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9f423ad64390dbc5f2d2b771c0ada800867aa86c.png
928,迷你芙,草一般,火冰格鬥毒飛行蟲,身高0.3 m分類橄欖寶可夢體重6.5 kg性別/特性早起特性早起即使陷入睡眠狀態，也能以２倍的速度提早醒來。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d5804a649d20723765de9d74206e48e52df5a136.png
929,奥利纽,草一般,火冰格鬥毒飛行蟲,身高0.6 m分類橄欖寶可夢體重11.9 kg性別/特性早起特性早起即使陷入睡眠狀態，也能以２倍的速度提早醒來。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/851735ff077b0a6e7ddf14cbb6c33247487c1fe6.png
930,奥利瓦,草一般,火冰格鬥毒飛行蟲,身高1.4 m分類橄欖寶可夢體重48.2 kg性別/特性掉出種子特性掉出種子受到攻擊時，會將腳下變成青草場地。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ffeebdce85867f3071fae1313dc0f3dab36fd0f0.png
931,怒鹦哥,一般飛行,電冰岩石,身高0.6 m分類鸚鵡寶可夢體重2.4 kg性別/特性威嚇活力特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e224178e23e3513539fbd78f34eec73c46fba2cf.png
931,怒鹦哥,一般飛行,電冰岩石,身高0.6 m分類鸚鵡寶可夢體重2.4 kg性別/特性威嚇活力特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f12f18bab1d577eb94485fac897677e2032757a0.png
931,怒鹦哥,一般飛行,電冰岩石,身高0.6 m分類鸚鵡寶可夢體重2.4 kg性別/特性威嚇活力特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7625d2b170037c6f8ae139d2fb5db547210112c9.png
931,怒鹦哥,一般飛行,電冰岩石,身高0.6 m分類鸚鵡寶可夢體重2.4 kg性別/特性威嚇活力特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性活力自己的攻擊雖會變高，但命中率會降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/28945b72b788c069df6e6762b0e0cf3300fb0fd2.png
932,盐石宝,岩石,水草格鬥地面鋼,身高0.4 m分類岩鹽寶可夢體重16.0 kg性別/特性潔淨之鹽結實特性潔淨之鹽因潔淨的鹽而不會陷入異常狀態。能夠讓幽靈屬性招式的傷害減半。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/16ce1b1ca46b10ee2314550a1e756637178a4ff0.png
933,盐石垒,岩石,水草格鬥地面鋼,身高0.6 m分類岩鹽寶可夢體重105.0 kg性別/特性潔淨之鹽結實特性潔淨之鹽因潔淨的鹽而不會陷入異常狀態。能夠讓幽靈屬性招式的傷害減半。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1235a70d09c006a01fe2ba29147ad06e4585487c.png
934,盐石巨灵,岩石,水草格鬥地面鋼,身高2.3 m分類岩鹽寶可夢體重240.0 kg性別/特性潔淨之鹽結實特性潔淨之鹽因潔淨的鹽而不會陷入異常狀態。能夠讓幽靈屬性招式的傷害減半。特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7f0f14cc32ba8a3c8e98de94418de49cb8a07046.png
935,炭小侍,火,水地面岩石,身高0.6 m分類小火星寶可夢體重10.5 kg性別/特性引火特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/94ee2760b448ddde5ba5f13b97917fd473393bd8.png
936,红莲铠骑,火超能力,水地面岩石幽靈惡,身高1.5 m分類火戰士寶可夢體重85.0 kg性別/特性引火特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5114ee078d4b2fd3e083bfd4069891a129b96070.png
937,苍炎刃鬼,火幽靈,水地面岩石幽靈惡,身高1.6 m分類火劍士寶可夢體重62.0 kg性別/特性引火特性引火受到火屬性的招式攻擊時，吸收火焰，讓自己使出的火屬性招式變強。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/083849988ea741cfc3eef726f08c340a13989c85.png
938,光蚪仔,電,地面,身高0.3 m分類電蝌蚪寶可夢體重0.4 kg性別/特性我行我素靜電特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/479858324392f1c20811d3584dd9413c489d965f.png
939,电肚蛙,電,地面,身高1.2 m分類電蛙寶可夢體重113.0 kg性別/特性電力轉換靜電特性電力轉換受到傷害時，會變成充電狀態。特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/d6b0160b62d78965c1eed9599624238a3001af9b.png
940,电海燕,電飛行,冰岩石,身高0.4 m分類海燕寶可夢體重3.6 kg性別/特性風力發電蓄電特性風力發電受到風的招式攻擊時，會變成充電狀態。特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/cee36155e303710f32bc5446cb34f6b711ad2951.png
941,大电海燕,電飛行,冰岩石,身高1.4 m分類軍艦鳥寶可夢體重38.6 kg性別/特性風力發電蓄電特性風力發電受到風的招式攻擊時，會變成充電狀態。特性蓄電受到電屬性的招式攻擊時，不會受到傷害，而是會回復。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e103c1476c9618c54c19cd0db09e966583c0b967.png
942,偶叫獒,惡,格鬥蟲妖精,身高0.5 m分類小輩寶可夢體重16.0 kg性別/特性威嚇逃跑特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性逃跑一定能從野生寶可夢那裡逃走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/698acab75c377a8bd9455dc2217ab3d31a3ea904.png
943,獒教父,惡,格鬥蟲妖精,身高1.1 m分類大佬寶可夢體重61.0 kg性別/特性威嚇看門犬特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。特性看門犬受到威嚇時，攻擊會提高。會讓替換寶可夢的招式和道具失效。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e928bd06363214edb7e2ae2731446c9b810b0510.png
944,滋汁鼹,毒一般,地面超能力,身高0.2 m分類毒鼠寶可夢體重0.7 kg性別/特性輕裝順手牽羊特性輕裝失去所持有的道具時，速度會提高。特性順手牽羊盜取接觸到自己的對手的道具。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a66c0266bb4b591c10f5827aedb5ccc5d24ce196.png
945,涂标客,毒一般,地面超能力,身高0.7 m分類毒猴寶可夢體重27.2 kg性別/特性輕裝毒手特性輕裝失去所持有的道具時，速度會提高。特性毒手有時僅是接觸就能讓對手中毒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5934ef3d11e36c3a2e6233971a72bcdd38505a67.png
946,纳噬草,草幽靈,火冰飛行幽靈惡,身高0.6 m分類滾草寶可夢體重0.6 kg性別/特性乘風特性乘風吹起順風或受到風的招式攻擊時，不但不會受到傷害，反而攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0f76b68b45242a8311a3a229a457b0113d9adc40.png
947,怖纳噬草,草幽靈,火冰飛行幽靈惡,身高1.2 m分類滾草寶可夢體重6.0 kg性別/特性乘風特性乘風吹起順風或受到風的招式攻擊時，不但不會受到傷害，反而攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9a6f528182b871c8953a67462b2baf9bbd3abed2.png
948,原野水母,地面草,火冰飛行蟲,身高0.9 m分類木耳寶可夢體重33.0 kg性別/特性菌絲之力特性菌絲之力使出變化類招式時，行動一定會變緩慢，但不會受到對手特性的干擾。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f675f8b62b6b7992ee44465ca77459c1342eecaa.png
949,陆地水母,地面草,火冰飛行蟲,身高1.9 m分類木耳寶可夢體重58.0 kg性別/特性菌絲之力特性菌絲之力使出變化類招式時，行動一定會變緩慢，但不會受到對手特性的干擾。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/5a41f2656aa561e0a3be6efb16748c6337984b85.png
950,毛崖蟹,岩石,水草格鬥地面鋼,身高1.3 m分類埋伏寶可夢體重79.0 kg性別/特性憤怒甲殼硬殼盔甲特性憤怒甲殼ＨＰ因對手的攻擊降到一半時，會因憤怒而降低防禦和特防，但攻擊、特攻和速度會提高。特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/cffabc5a6071da9a0f7f581b1019431033a85596.png
951,热辣娃,草,火冰毒飛行蟲,身高0.3 m分類熱辣寶可夢體重3.0 kg性別/特性葉綠素不眠特性葉綠素天氣為晴朗時，速度會提高。特性不眠因為擁有不會睡覺的體質，所以不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/04934f99f8a7c539b8b860e776c9db5f7d3a2ef6.png
952,狠辣椒,草火,毒飛行岩石,身高0.9 m分類熱辣寶可夢體重15.0 kg性別/特性葉綠素不眠特性葉綠素天氣為晴朗時，速度會提高。特性不眠因為擁有不會睡覺的體質，所以不會陷入睡眠狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0e23125d50b0bc139517e3fd3c752e702faad948.png
953,虫滚泥,蟲,火飛行岩石,身高0.2 m分類滾動寶可夢體重1.0 kg性別/特性複眼特性複眼因為擁有複眼，會提高招式的命中率。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f8183d72646d9b3180fa5585f955b99a553aa360.png
954,虫甲圣,蟲超能力,火飛行蟲岩石幽靈惡,身高0.3 m分類滾動寶可夢體重3.5 kg性別/特性同步特性同步將自己的中毒、麻痺或灼傷狀態傳染給對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c758253622252c8ccf4acf9854c877daf32cfd64.png
955,飘飘雏,超能力,蟲幽靈惡,身高0.2 m分類褶邊寶可夢體重1.5 kg性別/特性危險預知察覺特性危險預知察覺對手持有的危險招式。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e95ab60726442aa54894fd28c9a6c3de5cac327f.png
956,超能豔鸵,超能力,蟲幽靈惡,身高1.9 m分類鴕鳥寶可夢體重90.0 kg性別/特性跟風察覺特性跟風對手的能力提高時，自己也會跟著提高能力。特性察覺出場時，可以察覺對手的持有物。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/554349dec5ec28f51bb7e4071dbb50cd316cc350.png
957,小锻匠,妖精鋼,火地面,身高0.4 m分類錘鍊寶可夢體重8.9 kg性別特性破格我行我素特性破格可不受特性影響，向對手使出招式。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/452645592d7c016a6403fd10b19f04072296304f.png
958,巧锻匠,妖精鋼,火地面,身高0.7 m分類錘子寶可夢體重59.1 kg性別特性破格我行我素特性破格可不受特性影響，向對手使出招式。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/7cd9dfec2d41e5d7a66174c37cb4799e02c54e0d.png
959,巨锻匠,妖精鋼,火地面,身高0.7 m分類錘子寶可夢體重112.8 kg性別特性破格我行我素特性破格可不受特性影響，向對手使出招式。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/98decc8ad1267a1286fd44958b37080ad75dd079.png
960,海地鼠,水,草電,身高1.2 m分類糯鰻寶可夢體重1.8 kg性別/特性黏滑膽怯特性黏滑對手用攻擊接觸到自己時，降低此對手的速度。特性膽怯受到惡屬性、幽靈屬性和蟲屬性的招式攻擊，或受到威嚇時，會因膽怯而使得速度提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/150efa900bbeb4652816bfeabe8eb28a5ae70988.png
961,三海地鼠,水,草電,身高1.2 m分類糯鰻寶可夢體重5.4 kg性別/特性黏滑膽怯特性黏滑對手用攻擊接觸到自己時，降低此對手的速度。特性膽怯受到惡屬性、幽靈屬性和蟲屬性的招式攻擊，或受到威嚇時，會因膽怯而使得速度提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3e104028925c333dd42a641fe8374b2c22a84cce.png
962,下石鸟,飛行惡,電冰岩石妖精,身高1.5 m分類掉東西寶可夢體重42.9 kg性別/特性健壯胸肌銳利目光特性健壯胸肌不會受到降低防禦的效果影響。特性銳利目光靠著銳利的目光，命中率不會被降低。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ee1a5f8f4d6fd291b0f9055a76a5845c85f5c38f.png
963,波普海豚,水,草電,身高1.3 m分類海豚寶可夢體重60.2 kg性別/特性水幕特性水幕將水幕裹在身上，不會陷入灼傷狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/86d635292916c477eecdff7021471b3dae5c153a.png
964,海豚侠,水,草電,身高1.3 m分類海豚寶可夢體重60.2 kg性別/特性全能變身特性全能變身離場後會變為全能形態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6e5f88014359b481fef1e6bd636ac6558312ce9b.png
964,海豚侠,水,草電,身高1.8 m分類英雄寶可夢體重97.4 kg性別/特性全能變身特性全能變身離場後會變為全能形態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2bb1c88583e97cfdbeaca57e6b1055584960ad27.png
