姓名,进化,属性,弱点,身高,体重,特征,数据
焚焰蚣,焚焰蚣,火虫,水,3,120,引火,发热宝可梦发热时的体温大约有８００度。会像鞭子那样弯曲身体，朝著敌人弹跳过去。受到火属的招式攻击时，吸收火焰，让自己使出的火属招式变强。特白色烟雾被白色烟雾保护着，不会被对手降低能力。
拳拳蛸,八爪武师,格斗,飞行,0.6,4,柔软,缠人宝可梦会为了寻找食物而登上陆地。拥有旺盛的好奇心，不管看到什么，都会先用触手打一打再说。因为身体柔软，不会陷入麻痺状态。
八爪武师,八爪武师,格斗,飞行,1.6,39,柔软,柔术宝可梦全身都是肌肉。会用触手施展绞技，威力无与伦比。因为身体柔软，不会陷入麻痺状态。
来悲茶,怖思壶,幽灵,幽灵,0.1,0.2,碎裂铠甲,红茶宝可梦死于孤独的死者之魂附在了喝剩的红茶上。会在旅馆或民宅出现。因物理招式受到伤害时，防御会降低，速度会大幅提高。
怖思壶,怖思壶,幽灵,幽灵,0.2,0.4,碎裂铠甲,红茶宝可梦住在什么茶壶里都不会对牠带来影响，但原本的红茶却似乎会使牠的性情产生变化。因物理招式受到伤害时，防御会降低，速度会大幅提高。
迷布莉姆,提布莉姆,超能力,虫,0.4,3.4,治愈之心,宁静宝可梦由于随时都会有生物的情感流进大脑里，因此平时喜好待在附近没有任何生物的环境。有时会治愈同伴的异常状态。特危险预知察觉对手持有的危险招式。
提布莉姆,布莉姆温,超能力,虫,0.6,4.8,治愈之心,肃静宝可梦高亢的情绪在牠看来似乎都是强烈的噪音，即使是幸福的心情也不例外。有时会治愈同伴的异常状态。特危险预知察觉对手持有的危险招式。
布莉姆温,布莉姆温,超能力妖精,毒,2.1,5.1,治愈之心,寂静宝可梦只要有谁踏进自己栖息的森林里，牠就会释放光束让对方昏厥，再以精神力量强化爪子后将其撕碎。有时会治愈同伴的异常状态。特危险预知察觉对手持有的危险招式。
捣蛋小妖,诈唬魔,恶妖精,毒钢,0.4,5.5,恶作剧之心,捉弄宝可梦之所以会欺负与自己亲密的对象，是因为如果不摄取负面情绪，就会变得很烦躁。可以抢先使出变化类招式。特察觉出场时，可以察觉对手的持有物。
诈唬魔,长毛巨魔,恶妖精,毒钢,0.8,12.5,恶作剧之心,坏心眼宝可梦牠之所以喜欢采取偷袭之类的卑鄙战术，是因为牠对自己的肌力没信心。可以抢先使出变化类招式。特察觉出场时，可以察觉对手的持有物。
长毛巨魔,长毛巨魔,恶妖精,毒钢,1.5,61,恶作剧之心,健美宝可梦能自由自在地操纵头发。平时会把头发裹住全身以辅助自己的肌肉。可以抢先使出变化类招式。特察觉出场时，可以察觉对手的持有物。
堵拦熊,堵拦熊,恶一般,格斗,1.6,46,舍身,停止宝可梦能够发出惊人的音量。牠在大叫的同时威吓对手的样子被称为「拦堵」会让自己因反作用力而受伤的招式威力会提高。特毅力陷入异常状态时，会拿出毅力，攻击会提高。
喵头目,喵头目,钢,火,0.8,28,战斗盔甲,维京宝可梦有著十分好战的性格。头上像铁头盔一样的东西其实是牠硬化后的体毛。被坚硬的甲壳守护着，不会被对手的攻击击中要害。特硬爪接触到对手的招式威力会提高。
魔灵珊瑚,魔灵珊瑚,幽灵,幽灵,1,0.4,碎裂铠甲,珊瑚宝可梦灵力增强之后从壳里被解放出来。用灵体保护著内核中的灵魂。因物理招式受到伤害时，防御会降低，速度会大幅提高。
葱游兵,葱游兵,格斗,飞行,0.8,117,不屈之心,黄嘴鸭宝可梦只有历经过无数战斗的大葱鸭才能进化成这个样子。当大葱枯萎了就会离开战场。每次畏缩时，不屈之心就会燃起，速度也会提高。
踏冰人偶,踏冰人偶,冰超能力,火虫,1.5,58.2,蹒跚,喜剧演员宝可梦踢踏舞的达人。会挥动手中的冰杖，向观众表演轻快的舞步。陷入溷乱状态时，闪避率会提高。特除障出场时，敌方和我方的光墙、反射壁和极光幕的效果会消失。
死神板,死神板,地面幽灵,水草,1.6,66.6,游魂,怨念宝可梦被注入了强烈诅咒的古代绘画在吸进哭哭面具的灵魂后就开始动起来了。与使用接触类招式攻击自己的
小仙奶,霜奶仙,妖精,毒钢,0.2,0.3,甜幕,鲜奶油宝可梦空气中甜甜香气的成分集中之后诞生。身体由鲜奶油构成。甜幕自己和我方的宝可梦不会陷入睡眠状态。
霜奶仙,霜奶仙,妖精,毒钢,0.3,0.5,甜幕,鲜奶油宝可梦牠会把自己用鲜奶油装饰过的树果送给自己信任的训练家。甜幕自己和我方的宝可梦不会陷入睡眠状态。
列阵兵,列阵兵,格斗,飞行,3,62,战斗盔甲,阵形宝可梦站在最前面下达指示的头头是６只里面最强最聪明的。被坚硬的甲壳守护着，不会被对手的攻击击中要害。
啪嚓海胆,啪嚓海胆,电,地面,0.3,1,避雷针,海胆宝可梦消化食物时会制造出电力。５颗坚硬的牙齿能用来把海藻连根拔起来吃将电属的招式吸引到自己身上，不但不会受到伤害，反而会提高特攻。
雪吞虫,雪绒蛾,冰虫,火,0.3,3.8,鳞粉,虫宝宝宝可梦地面的积雪是牠的主食。对新下的松软白雪情有独钟，会朝著山顶一路吃过去。被鳞粉守护着，不会受到招式的追加效果影响。
雪绒蛾,雪绒蛾,冰虫,火,1.3,42,鳞粉,冰蛾宝可梦触角能用来察觉大气的流动。会如同降雪般地洒下混进了寒气的鳞粉。被鳞粉守护着，不会受到招式的追加效果影响。
巨石丁,巨石丁,岩石,水草,2.5,520,能量,巨石宝可梦在距离牠栖息地很远的地方，有岩盘和牠身体的岩石成分一致。点只要站在旁边，招式的威力就会提高。
冰砌鹅,冰砌鹅,冰,火,1.4,89,结冻,企鹅宝可梦在气温高的日子里，会把头的冰块和伙伴们的紧贴在一起，冰镇彼此来度日。头头部的冰会代替自己承受物理攻击，但是样子会改变。下雪时，冰会回复原状。
爱管侍,爱管侍,超能力一般,虫,0.9,28,精神力,感情宝可梦会用角接收其他生物的正面情绪，然后转换成自身的能量。靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。特同步将自己的中毒、麻痺或灼伤状态传染给对手。
莫鲁贝可,莫鲁贝可,电恶,格斗,0.3,3,饱了又饿,双面宝可梦总是饿著肚子。会吃掉装在像口袋一样的袋子里的种子来发电。在每个回合结束时，会在满腹花纹和空腹花纹之间交替改变样子。
铜象,大王铜象,钢,火,1.2,100,强行,像铜宝可梦尖尖的鼻尖能削断坚硬的岩石来作为粮食。性情温驯，会帮助人类做粗重的工作。招式会失去追加效果，但可以用更高的威力使出招式。
大王铜象,大王铜象,钢,火,3,650,强行,像铜宝可梦在很久以前被人类从遥远的地方带来了这里。是个能轻易拖动飞机的大力士。招式会失去追加效果，但可以用更高的威力使出招式。
雷鸟龙,雷鸟龙,电龙,冰,1.8,190,蓄电,化石宝可梦在远古时代曾凭借自己强大的下半身而所向无敌，但因吃光了赖以为生的植物而灭绝了。受到电属的招式攻击时，不会受到伤害，而是会回复。特活力自己的攻击虽会变高，但命中率会降低。
雷鸟海兽,雷鸟海兽,电冰,火,2.3,150,蓄电,化石宝可梦牠冻成冰的上半身在颤抖时可以产生电能。非常不擅长走路。受到电属的招式攻击时，不会受到伤害，而是会回复。特静电身上带有静电，有时会令接触到的对手麻痺。
鳃鱼龙,鳃鱼海兽,水龙,龙,2.3,215,储水,化石宝可梦超乎寻常的脚力和颚力让牠在古代所向无敌。但由于捕尽猎物，导致牠们自己也灭绝了。受到水属的招式攻击时，不会受到伤害，而是会回复。特强壮之颚颚部强壮，会提高啃咬类招式的威力。
鳃鱼海兽,鳃鱼海兽,水冰,草电,2,175,储水,化石宝可梦虽然能透过冻结四周来捕捉猎物，但由于嘴长在头顶上，所以吃起东西来不太方便。受到水属的招式攻击时，不会受到伤害，而是会回复。特冰冻之躯天气为下雪时，会渐渐回复ＨＰ。
铝钢龙,铝钢龙,钢龙,格斗,1.8,40,金属,合金宝可梦身体犹如打磨过的金属，虽然轻而坚硬，却有著容易生锈的弱点。自己的重量会减半。特性重金属自己的重量会变为２倍。
多龙梅西亚,多龙奇,龙幽灵,冰,0.5,2,恒净之躯,哀怨宝可梦傍晚时会成群结队飞快地环绕在海上，戳著水里的宝可梦玩。不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。
多龙奇,多龙巴鲁托,龙幽灵,冰,1.4,11,恒净之躯,保姆宝可梦能以时速２００公里四处飞行。一旦输了对战，多龙梅西亚就会二话不说地消失无踪。不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。
多龙巴鲁托,多龙巴鲁托,龙幽灵,冰,3,50,恒净之躯,隐形宝可梦只要集中精神，就能够让全身变透明。甚至连角里的多龙梅西亚也会变得看不见。不会因对手的招式或特而被降低能力。特穿透可穿透对手的屏障或替身进行攻击。
苍响,苍响,妖精,毒钢,2.8,110,不挠之剑,强者宝可梦被称为传说中的英雄。能够吸收金属，将之转化为武器来战斗。在战斗中首次出场时，攻击会提高。
藏玛然特,藏玛然特,格斗,飞行,2.9,210,不屈之盾,强者宝可梦与众人之王协力拯救了伽勒尔的宝可梦。吸收金属来进行战斗。在战斗中首次出场时，防御会提高。
无极汰那,无极汰那,毒龙,冰,20,950,压迫感,强者宝可梦能够反弹一切的攻击，因此被称为格斗王之盾，受到人们的畏惧与尊崇。给予对手压迫感，大量减少其使用招式的ＰＰ。
熊徒弟,武道熊师,格斗,飞行,0.6,12,精神力,拳法宝可梦借由累积严苛的锻炼来磨练招式。进化后的样子会根据牠领会的招式而不同。靠着经过锻炼的精神，不会因对手的攻击而畏缩。面对威吓也不会动摇。
武道熊师,武道熊师,格斗恶,格斗,1.9,105,无形拳,拳法宝可梦一击必杀是牠的信念。会冲进对手的怀里，不留情地用千锤百炼的拳头给予一击。只要是接触到对手的招式，就可以无视对手的防守效果进行攻击。
萨戮德,萨戮德,恶草,火冰,1.8,70,叶子防守,恶猿宝可梦集结成群生活在密林里。攻击性很强，令栖息在森林的宝可梦们畏惧不已。天气为晴朗时，不会陷入异常状态。
雷吉艾勒奇,雷吉艾勒奇,电,地面,1.2,145,电晶体,电子宝可梦由电能凝聚而成的宝可梦。据说拿下牠身上的圆环后，就会解放牠潜藏的力量。电属的招式威力会提高。
雷吉铎拉戈,雷吉铎拉戈,龙,冰龙,2.1,200,龙颚,烈马宝可梦有学者认为牠的手臂是古代龙宝可梦头部的形状。但这个学说尚未被证实。龙属的招式威力会提高。
雪暴马,雪暴马,冰,火,2.2,800,苍白嘶鸣,烈马宝可梦会从蹄子释放出强烈的寒气。性情暴躁，只要是自己想要的东西，就会强行去抢夺。打倒对手时会用冰冷的声音嘶鸣并提高攻击。
灵幽马,灵幽马,幽灵,幽灵,2,44.5,漆黑嘶鸣,骏马宝可梦会利用视觉之外的感官去探测周围的状况。据说被牠踢到时灵魂就会出窍。打倒对手时会用恐怖的声音嘶鸣并提高特攻。
蕾冠王,蕾冠王,超能力草,火,1.1,7.7,紧张,国王宝可梦拥有治愈与赐恩之力，且满怀慈爱的宝可梦。在远古时代曾统治伽勒尔。让对手感到紧张，无法吃树果。
诡角鹿,诡角鹿,一般超能力,虫,1.8,95.1,威吓,大角宝可梦制造肉眼不可见的障壁时，黑珠会发出妖异的光辉。从牠身上脱落的胡须是用来制作温暖冬衣的实用原料。出场时威吓对手，使其退缩，从而降低对手的攻击。特察觉出场时，可以察觉对手的持有物。
噼斧螳螂,噼斧螳螂,虫岩石,水,1.8,89,虫之预感,斧钺宝可梦用坚硬的岩石守护己身，以粗犷的斧头砍倒大树。性情暴躁易怒。要是在荒野遇见牠，逃跑将是唯一选择。ＨＰ减少的时候，虫属的招式威力会提高。特强行招式会失去追加效果，但可以用更高的威力使出招式。
月月熊,月月熊,地面一般,水草,2.4,290,毅力,泥炭宝可梦考察结果显示，正是遍布在洗翠大地上的湿地土壤，造就了牠坚实的躯体和自在运用泥炭的新能力。陷入异常状态时，会拿出毅力，攻击会提高。特防弹可防住对手的球和弹类的招式。
幽尾玄鱼,长尾宝可梦习惯了用尾巴做各种事之后，双手就变得不怎么灵活了。会在很高的树上筑巢。一定能从野生宝可梦那里逃走。特性捡拾有时会捡来对手用过的道具。冒险过程中也会捡来。,水幽灵,草电,3,110,悠游自如,大鱼宝可梦在溯河而上的旅程中半途丧命者的灵魂缠绕其身。在流经洗翠地区的河川里可谓所向无敌。天气为下雨时，速度会提高。特适应力与自身同属的招式威力会提高。
大狃拉,大狃拉,格斗毒,地面,1.3,43,压迫感,攀崖宝可梦拥有凌驾其他物种之上的身体能力以及剧毒。在寒冷的高地上所向无敌。偏好独自行动，而不会集结成群。给予对手压迫感，大量减少其使用招式的ＰＰ。特轻装失去所持有的道具时，速度会提高。
万针鱼,万针鱼,恶毒,地面,2.5,60.5,毒刺,剑山宝可梦身上如同枪尖般的针以及凶暴的性情使这种宝可梦得到了海鬼的外号。会吞下毒物作为己身粮食。有时会让接触到自己的对手陷入中毒状态。特悠游自如天气为下雨时，速度会提高。
眷恋云,眷恋云,妖精飞行,电,1.6,48,迷人之躯,爱憎宝可梦自女人的姿态变化而成。若有谁做出糟蹋生命之事，便会从云海中现身，愤怒地降下无情的惩罚。有时会让接触到自己的对手陷入着迷状态。
新叶喵,蒂蕾喵,草,火,0.4,4.1,茂盛,草猫宝可梦毛茸茸的体毛有著近似于植物的成分。会勤快地洗脸以防止干燥。ＨＰ减少的时候，草属的招式威力会提高。
蒂蕾喵,魔幻假面喵,草,火,0.9,12.2,茂盛,草猫宝可梦会灵巧操控长长的体毛下隐藏的藤蔓，将坚硬的花苞甩向敌人猛打。ＨＰ减少的时候，草属的招式威力会提高。
魔幻假面喵,魔幻假面喵,草恶,火冰,1.5,31.2,茂盛,魔术师宝可梦看似浮在空中的花，是牠利用斗蓬内侧的毛的反射将茎隐藏后呈现出的假象。ＨＰ减少的时候，草属的招式威力会提高。
